,frame
193,LEVEL01PLAYER220608BULLET060401ENEMY_WEAK-1-100070902071302ENEMY_STRONG040503040904041304ENEMY_UFO001104BOMB031402
194,LEVEL01PLAYER220608BULLET060401ENEMY_WEAK-1-100070902071302ENEMY_STRONG040503040904041304ENEMY_UFO001104BOMB041402
195,LEVEL01PLAYER220608BULLET050401ENEMY_WEAK-1-100070902071302ENEMY_STRONG040503040904041304ENEMY_UFO001104BOMB041402
196,LEVEL01PLAYER220508BULLET050401ENEMY_WEAK-1-100070902071302ENEMY_STRONG040503040904041304ENEMY_UFO001104BOMB051402
197,LEVEL01PLAYER220508BULLET040401ENEMY_WEAK-1-100070902071302ENEMY_STRONG040503040904041304ENEMY_UFO001104BOMB051402
198,LEVEL01PLAYER220508BULLET040401ENEMY_WEAK-1-100070802071202ENEMY_STRONG040403040804041204ENEMY_UFO001004BOMB051402
199,LEVEL01PLAYER220508BULLET-1-101ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO001004BOMB051402
200,LEVEL01PLAYER220508BULLET-1-101ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO001004BOMB061402
201,LEVEL01PLAYER220608BULLET-1-101ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO001004BOMB061402
202,LEVEL01PLAYER220608BULLET-1-101ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO001004BOMB071402
203,LEVEL01PLAYER220608BULLET-1-101ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO000904BOMB071402
204,LEVEL01PLAYER220708BULLET-1-101ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO000904BOMB071402
205,LEVEL01PLAYER220708BULLET-1-101ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO000904BOMB081402
206,LEVEL01PLAYER220708BULLET-1-101ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO000904BOMB091402
207,LEVEL01PLAYER220708BULLET210901ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO000904BOMB091402
208,LEVEL01PLAYER220708BULLET200901ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO000904BOMB091402
209,LEVEL01PLAYER220708BULLET200901ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO000804BOMB091402
210,LEVEL01PLAYER220708BULLET200901ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO000804BOMB101402
211,LEVEL01PLAYER220708BULLET190901ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO000804BOMB101402
212,LEVEL01PLAYER220708BULLET180901ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO000804BOMB101402
213,LEVEL01PLAYER220708BULLET180901ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO000804BOMB111402
214,LEVEL01PLAYER220708BULLET170901ENEMY_WEAK-1-100070802071202ENEMY_STRONG040402040804041204ENEMY_UFO000804BOMB111402
215,LEVEL01PLAYER220708BULLET170901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000804BOMB111402
216,LEVEL01PLAYER220608BULLET170901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000804BOMB111402
217,LEVEL01PLAYER220608BULLET170901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000804BOMB121402
218,LEVEL01PLAYER220608BULLET160901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000804BOMB121402
219,LEVEL01PLAYER220608BULLET160901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000804BOMB131402
220,LEVEL01PLAYER220608BULLET150901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000804BOMB131402
221,LEVEL01PLAYER220708BULLET150901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000804BOMB131402
222,LEVEL01PLAYER220708BULLET140901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000804BOMB131402
223,LEVEL01PLAYER220708BULLET140901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000804BOMB141402
224,LEVEL01PLAYER220708BULLET130901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000804BOMB141402
225,LEVEL01PLAYER220708BULLET130901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000804BOMB151402
226,LEVEL01PLAYER220708BULLET120901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000804BOMB151402
227,LEVEL01PLAYER220608BULLET120901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000904BOMB161402
228,LEVEL01PLAYER220608BULLET110901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000904BOMB161402
229,LEVEL01PLAYER220608BULLET100901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000904BOMB161402
230,LEVEL01PLAYER220608BULLET100901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000904BOMB171402
231,LEVEL01PLAYER220508BULLET100901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000904BOMB171402
232,LEVEL01PLAYER220508BULLET090901ENEMY_WEAK-1-100070702071102ENEMY_STRONG040302040704041104ENEMY_UFO000904BOMB171402
233,LEVEL01PLAYER220508BULLET-1-101ENEMY_WEAK-1-100070701071102ENEMY_STRONG040302040704041104ENEMY_UFO000904BOMB171402
234,LEVEL01PLAYER220508BULLET-1-101ENEMY_WEAK-1-100070701071102ENEMY_STRONG040302040704041104ENEMY_UFO000904BOMB181402
235,LEVEL01PLAYER220508BULLET-1-101ENEMY_WEAK-1-100070601071002ENEMY_STRONG040202040604041004ENEMY_UFO000804BOMB181402
236,LEVEL01PLAYER220608BULLET-1-101ENEMY_WEAK-1-100070601071002ENEMY_STRONG040202040604041004ENEMY_UFO000804BOMB181402
237,LEVEL01PLAYER220608BULLET-1-101ENEMY_WEAK-1-100070601071002ENEMY_STRONG040202040604041004ENEMY_UFO000804BOMB191402
238,LEVEL01PLAYER220608BULLET-1-101ENEMY_WEAK-1-100070601071002ENEMY_STRONG040202040604041004ENEMY_UFO000804BOMB201402
239,LEVEL01PLAYER220508BULLET-1-101ENEMY_WEAK-1-100070601071002ENEMY_STRONG040202040604041004ENEMY_UFO000804BOMB201402
240,LEVEL01PLAYER220508BULLET-1-101ENEMY_WEAK-1-100070601071002ENEMY_STRONG040202040604041004ENEMY_UFO000904BOMB201402
241,LEVEL01PLAYER220508BULLET-1-101ENEMY_WEAK-1-100070601071002ENEMY_STRONG040202040604041004ENEMY_UFO000904BOMB211402
242,LEVEL01PLAYER220508BULLET210701ENEMY_WEAK-1-100070601071002ENEMY_STRONG040202040604041004ENEMY_UFO000904BOMB211402
243,LEVEL01PLAYER220508BULLET200701ENEMY_WEAK-1-100070601071002ENEMY_STRONG040202040604041004ENEMY_UFO000904BOMB221402
244,LEVEL01PLAYER220508BULLET190701ENEMY_WEAK-1-100070601071002ENEMY_STRONG040202040604041004ENEMY_UFO000904BOMB221402
245,LEVEL01PLAYER220508BULLET190701ENEMY_WEAK-1-100070601071002ENEMY_STRONG040202040604041004ENEMY_UFO000904BOMB-1-102
246,LEVEL01PLAYER220508BULLET180701ENEMY_WEAK-1-100070601071002ENEMY_STRONG040202040604041004ENEMY_UFO000904BOMB-1-102
247,LEVEL01PLAYER220408BULLET170701ENEMY_WEAK-1-100070601071002ENEMY_STRONG040202040604041004ENEMY_UFO000904BOMB-1-102
248,LEVEL01PLAYER220408BULLET170701ENEMY_WEAK-1-100070501070902ENEMY_STRONG040102040504040904ENEMY_UFO001004BOMB-1-102
249,LEVEL01PLAYER220408BULLET160701ENEMY_WEAK-1-100070501070902ENEMY_STRONG040102040504040904ENEMY_UFO001004BOMB-1-102
250,LEVEL01PLAYER220408BULLET150701ENEMY_WEAK-1-100070501070902ENEMY_STRONG040102040504040904ENEMY_UFO001004BOMB-1-102
251,LEVEL01PLAYER220408BULLET140701ENEMY_WEAK-1-100070501070902ENEMY_STRONG040102040504040904ENEMY_UFO001004BOMB-1-102
252,LEVEL01PLAYER220508BULLET140701ENEMY_WEAK-1-100070501070902ENEMY_STRONG040102040504040904ENEMY_UFO001004BOMB-1-102
253,LEVEL01PLAYER220508BULLET130701ENEMY_WEAK-1-100070501070902ENEMY_STRONG040102040504040904ENEMY_UFO001004BOMB-1-102
254,LEVEL01PLAYER220508BULLET120701ENEMY_WEAK-1-100070501070902ENEMY_STRONG040102040504040904ENEMY_UFO001004BOMB-1-102
255,LEVEL01PLAYER220608BULLET120701ENEMY_WEAK-1-100070501070902ENEMY_STRONG040102040504040904ENEMY_UFO001004BOMB-1-102
256,LEVEL01PLAYER220608BULLET110701ENEMY_WEAK-1-100070501070902ENEMY_STRONG040102040504040904ENEMY_UFO000904BOMB-1-102
257,LEVEL01PLAYER220608BULLET100701ENEMY_WEAK-1-100070501070902ENEMY_STRONG040102040504040904ENEMY_UFO000904BOMB-1-102
258,LEVEL01PLAYER220608BULLET090701ENEMY_WEAK-1-100070501070902ENEMY_STRONG040102040504040904ENEMY_UFO000904BOMB-1-102
259,LEVEL01PLAYER220608BULLET-1-101ENEMY_WEAK-1-100-1-100070902ENEMY_STRONG040102040504040904ENEMY_UFO000904BOMB-1-102
260,LEVEL01PLAYER220608BULLET-1-101ENEMY_WEAK-1-100-1-100070802ENEMY_STRONG040002040404040804ENEMY_UFO000904BOMB-1-102
261,LEVEL01PLAYER220608BULLET-1-101ENEMY_WEAK-1-100-1-100080902ENEMY_STRONG050102050504050904ENEMY_UFO000904BOMB-1-102
262,LEVEL01PLAYER220708BULLET-1-101ENEMY_WEAK-1-100-1-100080902ENEMY_STRONG050102050504050904ENEMY_UFO000904BOMB-1-102
263,LEVEL01PLAYER220708BULLET210901ENEMY_WEAK-1-100-1-100080902ENEMY_STRONG050102050504050904ENEMY_UFO000904BOMB-1-102
264,LEVEL01PLAYER220708BULLET200901ENEMY_WEAK-1-100-1-100080902ENEMY_STRONG050102050504050904ENEMY_UFO001004BOMB-1-102
265,LEVEL01PLAYER220708BULLET190901ENEMY_WEAK-1-100-1-100080902ENEMY_STRONG050102050504050904ENEMY_UFO001004BOMB-1-102
266,LEVEL01PLAYER220708BULLET180901ENEMY_WEAK-1-100-1-100080902ENEMY_STRONG050102050504050904ENEMY_UFO001004BOMB-1-102
267,LEVEL01PLAYER220708BULLET180901ENEMY_WEAK-1-100-1-100080902ENEMY_STRONG050102050504050904ENEMY_UFO000904BOMB-1-102
268,LEVEL01PLAYER220608BULLET170901ENEMY_WEAK-1-100-1-100080902ENEMY_STRONG050102050504050904ENEMY_UFO000904BOMB-1-102
269,LEVEL01PLAYER220608BULLET160901ENEMY_WEAK-1-100-1-100080902ENEMY_STRONG050102050504050904ENEMY_UFO-1-104BOMB-1-102
270,LEVEL01PLAYER220608BULLET150901ENEMY_WEAK-1-100-1-100080902ENEMY_STRONG050102050504050904ENEMY_UFO-1-104BOMB-1-102
271,LEVEL01PLAYER220608BULLET150901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO-1-104BOMB-1-102
272,LEVEL01PLAYER220608BULLET140901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO-1-104BOMB-1-102
273,LEVEL01PLAYER220708BULLET140901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO-1-104BOMB-1-102
274,LEVEL01PLAYER220708BULLET130901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO-1-104BOMB-1-102
275,LEVEL01PLAYER220708BULLET130901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO000804BOMB-1-102
276,LEVEL01PLAYER220708BULLET120901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO000804BOMB-1-102
277,LEVEL01PLAYER220808BULLET120901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO000804BOMB-1-102
278,LEVEL01PLAYER220808BULLET110901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO000804BOMB-1-102
279,LEVEL01PLAYER220808BULLET100901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO000804BOMB031102
280,LEVEL01PLAYER220708BULLET100901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO000804BOMB031102
281,LEVEL01PLAYER220708BULLET090901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO000804BOMB031102
282,LEVEL01PLAYER220708BULLET090901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO000804BOMB041102
283,LEVEL01PLAYER220708BULLET080901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO000804BOMB041102
284,LEVEL01PLAYER220808BULLET080901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO000804BOMB041102
285,LEVEL01PLAYER220808BULLET080901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO000804BOMB051102
286,LEVEL01PLAYER220808BULLET080901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO000904BOMB051102
287,LEVEL01PLAYER220808BULLET070901ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050604051004ENEMY_UFO000904BOMB051102
288,LEVEL01PLAYER220808BULLET-1-101ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050603051004ENEMY_UFO000904BOMB051102
289,LEVEL01PLAYER220808BULLET-1-101ENEMY_WEAK-1-100-1-100081002ENEMY_STRONG050202050603051004ENEMY_UFO000904BOMB061102
290,LEVEL01PLAYER220808BULLET-1-101ENEMY_WEAK-1-100-1-100081102ENEMY_STRONG050302050703051104ENEMY_UFO000904BOMB061102
291,LEVEL01PLAYER220808BULLET-1-101ENEMY_WEAK-1-100-1-100081102ENEMY_STRONG050302050703051104ENEMY_UFO000904BOMB071102
292,LEVEL01PLAYER220808BULLET-1-101ENEMY_WEAK-1-100-1-100081102ENEMY_STRONG050302050703051104ENEMY_UFO001004BOMB071102
293,LEVEL01PLAYER220708BULLET-1-101ENEMY_WEAK-1-100-1-100081102ENEMY_STRONG050302050703051104ENEMY_UFO001004BOMB071102
294,LEVEL01PLAYER220708BULLET-1-101ENEMY_WEAK-1-100-1-100081102ENEMY_STRONG050302050703051104ENEMY_UFO001004BOMB081102
295,LEVEL01PLAYER220808BULLET-1-101ENEMY_WEAK-1-100-1-100081102ENEMY_STRONG050302050703051104ENEMY_UFO001004BOMB081102
296,LEVEL01PLAYER220808BULLET-1-101ENEMY_WEAK-1-100-1-100081102ENEMY_STRONG050302050703051104ENEMY_UFO001004BOMB091102
297,LEVEL01PLAYER220808BULLET-1-101ENEMY_WEAK-1-100-1-100081102ENEMY_STRONG050302050703051104ENEMY_UFO000904BOMB091102
298,LEVEL01PLAYER220808BULLET-1-101ENEMY_WEAK-1-100-1-100081102ENEMY_STRONG050302050703051104ENEMY_UFO000904BOMB101102
299,LEVEL01PLAYER220908BULLET-1-101ENEMY_WEAK-1-100-1-100081102ENEMY_STRONG050302050703051104ENEMY_UFO000904BOMB101102
300,LEVEL01PLAYER220908BULLET-1-101ENEMY_WEAK-1-100-1-100081102ENEMY_STRONG050302050703051104ENEMY_UFO000904BOMB111102
301,LEVEL01PLAYER220908BULLET-1-101ENEMY_WEAK-1-100-1-100081102ENEMY_STRONG050302050703051104ENEMY_UFO000804BOMB111102
302,LEVEL01PLAYER220908BULLET-1-101ENEMY_WEAK-1-100-1-100081102ENEMY_STRONG050302050703051104ENEMY_UFO000804BOMB121102
303,LEVEL01PLAYER220908BULLET-1-101ENEMY_WEAK-1-100-1-100081202ENEMY_STRONG050402050803051204ENEMY_UFO000804BOMB121102
304,LEVEL01PLAYER220908BULLET-1-101ENEMY_WEAK-1-100-1-100081202ENEMY_STRONG050402050803051204ENEMY_UFO000804BOMB131102
305,LEVEL01PLAYER220908BULLET-1-101ENEMY_WEAK-1-100-1-100081202ENEMY_STRONG050402050803051204ENEMY_UFO000804BOMB141102
306,LEVEL01PLAYER221008BULLET-1-101ENEMY_WEAK-1-100-1-100081202ENEMY_STRONG050402050803051204ENEMY_UFO000804BOMB141102
307,LEVEL01PLAYER221008BULLET-1-101ENEMY_WEAK-1-100-1-100081202ENEMY_STRONG050402050803051204ENEMY_UFO000804BOMB151102
308,LEVEL01PLAYER220908BULLET-1-101ENEMY_WEAK-1-100-1-100081202ENEMY_STRONG050402050803051204ENEMY_UFO000804BOMB151102
309,LEVEL01PLAYER220908BULLET-1-101ENEMY_WEAK-1-100-1-100081202ENEMY_STRONG050402050803051204ENEMY_UFO000804BOMB161102
310,LEVEL01PLAYER220908BULLET-1-101ENEMY_WEAK-1-100-1-100081202ENEMY_STRONG050402050803051204ENEMY_UFO000804BOMB171102
311,LEVEL01PLAYER220908BULLET-1-101ENEMY_WEAK-1-100-1-100081202ENEMY_STRONG050402050803051204ENEMY_UFO000704BOMB181102
312,LEVEL01PLAYER220908BULLET-1-101ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000704BOMB191102
313,LEVEL01PLAYER221008BULLET-1-101ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000704BOMB191102
314,LEVEL01PLAYER221008BULLET-1-101ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000704BOMB201102
315,LEVEL01PLAYER221008BULLET-1-101ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000804BOMB201102
316,LEVEL01PLAYER221008BULLET-1-101ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000804BOMB211102
317,LEVEL01PLAYER221108BULLET-1-101ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000804BOMB211102
318,LEVEL01PLAYER221108BULLET-1-101ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000804BOMB221102
319,LEVEL01PLAYER221106BULLET-1-101ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000804BOMB-1-102
320,LEVEL01PLAYER221106BULLET-1-101ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000904BOMB-1-102
321,LEVEL01PLAYER221106BULLET211301ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000904BOMB-1-102
322,LEVEL01PLAYER221106BULLET201301ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000904BOMB-1-102
323,LEVEL01PLAYER221106BULLET191301ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000904BOMB-1-102
324,LEVEL01PLAYER221206BULLET191301ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000904BOMB-1-102
325,LEVEL01PLAYER221206BULLET191301ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000904BOMB031202
326,LEVEL01PLAYER221206BULLET181301ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000904BOMB031202
327,LEVEL01PLAYER221206BULLET181301ENEMY_WEAK-1-100-1-100081302ENEMY_STRONG050502050903051304ENEMY_UFO000904BOMB041202
328,LEVEL01PLAYER221106BULLET171301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO000904BOMB041202
329,LEVEL01PLAYER221106BULLET161301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO000904BOMB051202
330,LEVEL01PLAYER221106BULLET161301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001004BOMB051202
331,LEVEL01PLAYER221006BULLET161301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001004BOMB051202
332,LEVEL01PLAYER221006BULLET151301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001004BOMB051202
333,LEVEL01PLAYER221006BULLET151301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001004BOMB061202
334,LEVEL01PLAYER221006BULLET141301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001004BOMB061202
335,LEVEL01PLAYER221006BULLET141301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001004BOMB071202
336,LEVEL01PLAYER221006BULLET131301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001004BOMB071202
337,LEVEL01PLAYER221006BULLET131301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001104BOMB071202
338,LEVEL01PLAYER221006BULLET121301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001104BOMB081202
339,LEVEL01PLAYER221006BULLET111301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001104BOMB081202
340,LEVEL01PLAYER221006BULLET111301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001104BOMB091202
341,LEVEL01PLAYER221006BULLET101301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001104BOMB091202
342,LEVEL01PLAYER221006BULLET101301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001004BOMB091202
343,LEVEL01PLAYER220906BULLET101301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001004BOMB091202
344,LEVEL01PLAYER220906BULLET101301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001004BOMB101202
345,LEVEL01PLAYER220906BULLET091301ENEMY_WEAK-1-100-1-100081402ENEMY_STRONG050602051003051404ENEMY_UFO001004BOMB101202
346,LEVEL01PLAYER220906BULLET091301ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051103051504ENEMY_UFO001004BOMB101202
347,LEVEL01PLAYER220906BULLET081301ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051103051504ENEMY_UFO001004BOMB111202
348,LEVEL01PLAYER220906BULLET071301ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051103051504ENEMY_UFO001104BOMB111202
349,LEVEL01PLAYER220906BULLET-1-101ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051102051504ENEMY_UFO001104BOMB111202
350,LEVEL01PLAYER220906BULLET-1-101ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051102051504ENEMY_UFO001104BOMB121202
351,LEVEL01PLAYER220806BULLET-1-101ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051102051504ENEMY_UFO001104BOMB121202
352,LEVEL01PLAYER220806BULLET-1-101ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051102051504ENEMY_UFO001104BOMB131202
353,LEVEL01PLAYER220806BULLET211001ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051102051504ENEMY_UFO001204BOMB131202
354,LEVEL01PLAYER220806BULLET211001ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051102051504ENEMY_UFO001204BOMB141202
355,LEVEL01PLAYER220806BULLET201001ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051102051504ENEMY_UFO001204BOMB141202
356,LEVEL01PLAYER220806BULLET201001ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051102051504ENEMY_UFO001204BOMB151202
357,LEVEL01PLAYER220806BULLET191001ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051102051504ENEMY_UFO001204BOMB151202
358,LEVEL01PLAYER220906BULLET191001ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051102051504ENEMY_UFO001204BOMB151202
359,LEVEL01PLAYER220906BULLET181001ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051102051504ENEMY_UFO001204BOMB151202
360,LEVEL01PLAYER220906BULLET181001ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051102051504ENEMY_UFO001104BOMB161202
361,LEVEL01PLAYER220806BULLET171001ENEMY_WEAK-1-100-1-100081502ENEMY_STRONG050702051102051504ENEMY_UFO001104BOMB161202
362,LEVEL01PLAYER220806BULLET171001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO001104BOMB171202
363,LEVEL01PLAYER220806BULLET161001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO001104BOMB171202
364,LEVEL01PLAYER220806BULLET161001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO-1-104BOMB171202
365,LEVEL01PLAYER220906BULLET161001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO-1-104BOMB181202
366,LEVEL01PLAYER220906BULLET151001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO-1-104BOMB181202
367,LEVEL01PLAYER220906BULLET141001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO000804BOMB181202
368,LEVEL01PLAYER220906BULLET141001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO000804BOMB191202
369,LEVEL01PLAYER220806BULLET141001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO000804BOMB191202
370,LEVEL01PLAYER220806BULLET131001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO000804BOMB191202
371,LEVEL01PLAYER220806BULLET131001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO000804BOMB201202
372,LEVEL01PLAYER220806BULLET121001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO000804BOMB201202
373,LEVEL01PLAYER220906BULLET121001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO000804BOMB201202
374,LEVEL01PLAYER220906BULLET121001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO000804BOMB211202
375,LEVEL01PLAYER220906BULLET111001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO000804BOMB211202
376,LEVEL01PLAYER220906BULLET101001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO000804BOMB211202
377,LEVEL01PLAYER220906BULLET101001ENEMY_WEAK-1-100-1-100081602ENEMY_STRONG050802051202051604ENEMY_UFO000804BOMB221202
